金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,所在区域
49.8,3室2厅1厨1卫,中楼层 (共18层),106.11,平层,,,南,未知结构,精装,两梯四户,有,石峰区
53.8,3室2厅1厨2卫,低楼层 (共31层),105.31,平层,,板塔结合,东南,钢混结构,毛坯,两梯四户,有,荷塘区
86.0,3室2厅1厨2卫,低楼层 (共17层),132.57,平层,,板楼,南,钢混结构,精装,两梯两户,有,天元区
68.0,3室2厅1厨2卫,中楼层 (共33层),101.0,平层,,板楼,南 北,钢混结构,精装,两梯四户,有,天元区
76.6,4室2厅1厨2卫,低楼层 (共7层),153.45,平层,140.45,板塔结合,南 北,混合结构,精装,一梯两户,无,天元区
59.4,4室2厅1厨2卫,高楼层 (共19层),132.0,平层,,板楼,东南,钢混结构,毛坯,两梯十一户,有,天元区
95.8,4室1厅1厨2卫,高楼层 (共28层),108.68,平层,,板塔结合,东南,钢混结构,精装,两梯四户,有,天元区
78.5,3室2厅1厨2卫,高楼层 (共18层),135.0,平层,112.65,板塔结合,南,钢混结构,精装,四梯两户,有,荷塘区
96.0,4室2厅1厨2卫,中楼层 (共31层),138.5,平层,,,南 北,未知结构,简装,一梯六户,无,荷塘区
62.0,3室2厅1厨2卫,高楼层 (共33层),120.39,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,荷塘区
85.0,3室2厅1厨1卫,中楼层 (共30层),117.22,平层,,板楼,南,钢混结构,精装,两梯四户,有,天元区
68.0,3室2厅1厨2卫,中楼层 (共7层),141.04,错层,141.0,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
69.8,4室2厅1厨2卫,低楼层 (共30层),128.0,平层,,,南 北,钢混结构,毛坯,一梯四户,无,荷塘区
83.0,3室2厅1厨2卫,中楼层 (共25层),142.19,平层,,板楼,南 北,钢混结构,毛坯,一梯两户,无,天元区
98.0,4室2厅1厨2卫,低楼层 (共26层),139.6,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
63.0,3室2厅1厨1卫,中楼层 (共18层),103.52,平层,,板楼,南,钢混结构,精装,两梯三户,有,天元区
72.8,3室2厅1厨2卫,低楼层 (共33层),127.9,平层,,板楼,南 北,钢混结构,精装,两梯四户,有,天元区
68.0,4室2厅1厨2卫,低楼层 (共24层),153.05,平层,120.3,板塔结合,北,砖混结构,精装,一梯四户,无,荷塘区
136.6,4室2厅1厨2卫,高楼层 (共33层),173.63,平层,141.67,板塔结合,东南,钢混结构,精装,两梯两户,有,天元区
44.8,3室2厅1厨2卫,高楼层 (共18层),113.62,平层,,塔楼,南,钢混结构,简装,一梯六户,有,芦淞区
60.8,4室2厅2厨2卫,中楼层 (共33层),107.0,平层,89.88,板塔结合,东南,钢混结构,毛坯,两梯六户,有,天元区
52.8,3室2厅1厨2卫,高楼层 (共6层),106.04,平层,96.17,板楼,南,混合结构,精装,一梯两户,无,天元区
59.0,3室2厅1厨1卫,高楼层 (共17层),146.93,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有,石峰区
73.8,3室1厅1厨2卫,低楼层 (共33层),115.15,平层,96.83,板塔结合,东南,钢混结构,精装,一梯六户,有,天元区
49.8,3室2厅1厨1卫,低楼层 (共31层),94.3,平层,,板楼,南,钢混结构,毛坯,两梯四户,有,天元区
66.0,4室2厅1厨2卫,低楼层 (共6层),145.6,平层,,板塔结合,东南,钢混结构,简装,一梯两户,无,天元区
71.8,3室2厅1厨2卫,中楼层 (共29层),112.67,平层,,板楼,南,钢混结构,精装,三梯六户,有,荷塘区
67.0,3室2厅1厨2卫,高楼层 (共32层),134.59,平层,,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
86.8,4室2厅1厨2卫,低楼层 (共23层),136.46,平层,,,南 北,未知结构,精装,两梯四户,有,醴陵市
98.0,4室2厅1厨2卫,中楼层 (共32层),126.0,平层,120.0,板塔结合,东 东南,钢混结构,毛坯,两梯三户,有,天元区
70.0,3室2厅1厨2卫,高楼层 (共30层),123.0,平层,110.0,板塔结合,南 北,框架结构,毛坯,两梯四户,有,天元区
32.8,3室2厅1厨1卫,中楼层 (共7层),112.69,平层,,,东南,未知结构,简装,一梯两户,无,石峰区
48.8,3室2厅1厨2卫,高楼层 (共6层),123.07,平层,,,南 北,未知结构,精装,一梯两户,无,醴陵市
55.0,3室2厅1厨2卫,低楼层 (共18层),112.56,平层,93.08,板楼,东南,混合结构,精装,一梯两户,无,荷塘区
49.6,3室2厅1厨2卫,中楼层 (共7层),139.0,平层,120.0,板塔结合,南,砖混结构,毛坯,一梯两户,无,天元区
64.8,3室2厅1厨2卫,中楼层 (共18层),124.04,平层,99.45,板楼,南 北,钢混结构,简装,两梯三户,有,天元区
77.0,3室2厅1厨2卫,高楼层 (共18层),132.16,平层,108.15,板塔结合,南 北,钢混结构,精装,两梯三户,有,天元区
73.8,3室2厅1厨1卫,中楼层 (共9层),112.59,平层,,平房,西南,混合结构,精装,一梯两户,无,荷塘区
67.0,4室2厅1厨2卫,中楼层 (共30层),173.09,平层,,板塔结合,南,钢混结构,毛坯,两梯两户,有,天元区
46.8,3室1厅1厨1卫,中楼层 (共6层),109.53,平层,99.0,板塔结合,东南 西北,砖混结构,精装,一梯两户,无,天元区
108.0,4室2厅1厨2卫,高楼层 (共30层),126.0,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
43.8,3室2厅1厨2卫,低楼层 (共11层),121.88,平层,106.23,,南,未知结构,精装,一梯两户,有,石峰区
88.0,4室2厅1厨2卫,中楼层 (共31层),147.04,平层,116.87,板塔结合,南,砖混结构,毛坯,两梯三户,有,天元区
76.0,3室2厅1厨2卫,低楼层 (共30层),137.53,平层,,板塔结合,南,钢混结构,简装,两梯四户,有,天元区
85.0,3室2厅1厨2卫,高楼层 (共33层),120.39,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有,荷塘区
53.8,3室1厅1厨1卫,高楼层 (共33层),104.46,平层,,板楼,南,钢混结构,毛坯,两梯四户,有,天元区
42.8,3室2厅1厨2卫,高楼层 (共7层),124.06,平层,112.2,,南 北,未知结构,精装,一梯两户,无,醴陵市
76.8,3室2厅1厨2卫,中楼层 (共15层),134.23,平层,111.63,板楼,东南,钢混结构,毛坯,两梯四户,有,天元区
52.8,3室2厅1厨2卫,低楼层 (共31层),127.47,平层,103.26,,南,未知结构,毛坯,一梯四户,无,株洲县
76.8,3室2厅1厨2卫,中楼层 (共27层),110.16,平层,89.0,,南,未知结构,毛坯,一梯四户,无,荷塘区
56.0,3室2厅1厨2卫,低楼层 (共7层),134.51,平层,120.8,板塔结合,东南,未知结构,精装,一梯两户,无,荷塘区
68.0,4室2厅2厨2卫,中楼层 (共33层),126.81,平层,,板塔结合,南 北,钢混结构,简装,两梯四户,有,荷塘区
120.0,4室2厅1厨2卫,中楼层 (共33层),141.81,平层,,塔楼,东南,钢混结构,毛坯,两梯四户,有,天元区
76.0,3室2厅1厨1卫,低楼层 (共32层),123.82,平层,,板塔结合,南,框架结构,毛坯,两梯四户,有,天元区
98.0,4室1厅1厨2卫,高楼层 (共28层),128.18,平层,,板楼,南 北,框架结构,毛坯,两梯四户,有,天元区
54.0,3室2厅1厨2卫,低楼层 (共25层),99.0,平层,,,南,钢混结构,精装,一梯两户,无,醴陵市
49.0,3室2厅1厨1卫,低楼层 (共6层),131.74,平层,120.2,,南,未知结构,简装,一梯两户,无,芦淞区
58.0,3室2厅1厨2卫,低楼层 (共18层),121.85,平层,,板塔结合,南 北,钢混结构,毛坯,两梯两户,有,天元区
50.0,3室2厅1厨2卫,中楼层 (共21层),108.53,平层,,板塔结合,南,砖混结构,精装,一梯四户,有,芦淞区
88.8,3室2厅1厨2卫,低楼层 (共31层),131.01,平层,,板楼,东 东南 南 西南,钢混结构,精装,一梯两户,无,天元区
43.5,2室2厅1厨1卫,高楼层 (共31层),95.69,平层,,板楼,南,钢混结构,毛坯,两梯四户,有,芦淞区
48.8,3室2厅1厨2卫,中楼层 (共7层),140.0,平层,,,南,混合结构,精装,一梯两户,无,荷塘区
26.8,3室2厅1厨1卫,高楼层 (共8层),106.81,平层,,,南,未知结构,简装,一梯四户,无,芦淞区
52.0,3室2厅1厨2卫,高楼层 (共6层),125.0,平层,,塔楼,南 北,钢混结构,精装,一梯两户,无,荷塘区
86.0,3室2厅1厨2卫,中楼层 (共33层),98.27,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
50.8,3室1厅1厨1卫,低楼层 (共18层),107.0,平层,,,东北,未知结构,精装,两梯四户,有,石峰区
24.0,3室1厅1厨1卫,中楼层 (共7层),80.21,平层,63.74,板楼,南 北,钢混结构,简装,一梯一户,无,芦淞区
79.8,4室2厅1厨2卫,高楼层 (共25层),134.4,平层,,板塔结合,南 北,钢混结构,毛坯,一梯四户,有,天元区
56.6,3室2厅1厨1卫,中楼层 (共6层),129.32,平层,,,南,砖混结构,精装,一梯两户,无,天元区
68.0,3室2厅1厨2卫,低楼层 (共27层),106.53,平层,,,东南 南 北,未知结构,精装,两梯四户,有,天元区
28.0,3室2厅1厨1卫,中楼层 (共6层),92.0,平层,90.0,,南 北,未知结构,简装,一梯一户,无,石峰区
70.3,4室2厅1厨2卫,中楼层 (共18层),127.22,平层,104.71,,南 北,未知结构,精装,一梯四户,有,石峰区
81.0,4室2厅1厨2卫,中楼层 (共5层),148.34,平层,128.0,,东南,未知结构,精装,一梯两户,无,荷塘区
39.0,3室1厅1厨1卫,高楼层 (共6层),121.9,平层,109.0,,南 北,未知结构,精装,一梯一户,无,石峰区
36.0,3室2厅1厨2卫,中楼层 (共6层),128.72,平层,120.72,,南 北,未知结构,精装,一梯两户,无,石峰区
167.0,5室2厅1厨3卫,低楼层 (共32层),235.33,平层,179.44,板塔结合,南,钢混结构,毛坯,三梯两户,有,天元区
49.8,3室2厅1厨2卫,中楼层 (共30层),134.53,平层,,,东南,未知结构,毛坯,一梯两户,无,荷塘区
80.0,4室2厅1厨2卫,低楼层 (共32层),149.62,平层,,,南 北,未知结构,毛坯,两梯三户,有,天元区
128.0,4室2厅2厨2卫,高楼层 (共23层),186.99,平层,145.0,板塔结合,东南 南,钢混结构,精装,两梯两户,有,天元区
47.1,3室2厅1厨2卫,高楼层 (共30层),134.53,平层,,,南,未知结构,毛坯,一梯两户,无,荷塘区
62.8,3室2厅1厨2卫,中楼层 (共32层),103.3,平层,,,东南,钢混结构,精装,三梯六户,有,荷塘区
24.5,2室2厅1厨1卫,低楼层 (共6层),84.31,平层,75.67,,南,未知结构,简装,一梯四户,无,荷塘区
91.5,4室2厅1厨2卫,高楼层 (共33层),139.6,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
47.6,3室2厅1厨1卫,高楼层 (共8层),110.5,平层,100.47,板楼,南,钢混结构,精装,一梯两户,无,天元区
103.0,4室2厅1厨2卫,高楼层 (共31层),166.04,平层,,,南,未知结构,精装,一梯两户,无,荷塘区
30.0,3室2厅1厨1卫,高楼层 (共6层),90.0,平层,,,东,未知结构,精装,一梯两户,无,荷塘区
85.8,3室2厅1厨2卫,高楼层 (共33层),118.0,平层,,,东南,未知结构,毛坯,一梯四户,无,天元区
43.8,3室2厅1厨2卫,低楼层 (共7层),111.14,平层,99.43,板楼,东南,砖混结构,简装,一梯一户,无,芦淞区
86.0,4室1厅1厨2卫,低楼层 (共33层),141.58,平层,117.0,板楼,南 北,框架结构,毛坯,两梯四户,有,天元区
67.8,3室2厅1厨2卫,中楼层 (共16层),119.24,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,有,天元区
59.8,3室2厅1厨2卫,低楼层 (共27层),109.22,平层,,,南,未知结构,精装,一梯四户,无,荷塘区
63.0,5室2厅1厨3卫,高楼层 (共8层),150.06,复式,,,南,未知结构,毛坯,一梯两户,无,荷塘区
46.8,4室2厅1厨2卫,高楼层 (共7层),180.0,复式,160.0,板楼,南,砖混结构,精装,一梯两户,无,石峰区
90.8,3室2厅1厨2卫,低楼层 (共33层),123.32,平层,94.76,塔楼,南 北,钢混结构,精装,两梯四户,有,天元区
66.0,3室2厅1厨2卫,低楼层 (共28层),125.22,平层,104.71,板塔结合,南,钢混结构,精装,两梯四户,有,芦淞区
66.5,3室2厅1厨2卫,低楼层 (共18层),124.09,平层,107.39,板塔结合,南 北,钢混结构,毛坯,两梯两户,有,天元区
55.0,3室2厅1厨2卫,高楼层 (共17层),134.6,平层,112.26,板楼,南,钢混结构,毛坯,一梯两户,有,荷塘区
34.8,3室2厅1厨2卫,高楼层 (共6层),125.0,平层,,板楼,南 北,钢混结构,精装,一梯两户,无,荷塘区
78.0,4室2厅1厨2卫,高楼层 (共33层),132.21,平层,104.57,,南,未知结构,毛坯,一梯四户,无,天元区
52.1,3室2厅1厨2卫,中楼层 (共30层),133.77,平层,,,南 北,未知结构,毛坯,一梯两户,无,荷塘区
61.0,4室2厅1厨2卫,高楼层 (共11层),135.14,平层,,板塔结合,南,砖混结构,毛坯,三梯两户,有,荷塘区
97.0,4室2厅1厨2卫,中楼层 (共5层),116.19,,,,南,未知结构,毛坯,其他,无,天元区
31.8,3室2厅1厨1卫,低楼层 (共6层),101.0,平层,95.0,,南,混合结构,简装,一梯两户,无,荷塘区
57.8,3室2厅1厨2卫,中楼层 (共20层),138.26,平层,138.26,塔楼,南 北,钢混结构,毛坯,两梯四户,有,芦淞区
53.0,3室2厅1厨2卫,中楼层 (共7层),112.02,平层,,板塔结合,南,钢混结构,简装,一梯两户,无,荷塘区
56.6,3室2厅1厨2卫,高楼层 (共17层),135.0,平层,,,南,未知结构,毛坯,一梯两户,无,荷塘区
68.0,3室2厅1厨2卫,中楼层 (共18层),147.66,平层,109.2,板塔结合,南,钢混结构,精装,两梯三户,有,荷塘区
65.0,3室2厅1厨1卫,中楼层 (共29层),92.54,平层,,,南,未知结构,精装,一梯四户,无,荷塘区
60.6,4室2厅1厨2卫,中楼层 (共30层),168.76,平层,132.38,,南 北,未知结构,毛坯,一梯两户,无,荷塘区
66.8,3室2厅1厨2卫,高楼层 (共33层),122.43,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有,荷塘区
72.8,3室2厅1厨2卫,低楼层 (共18层),133.6,平层,116.93,板塔结合,南,钢混结构,毛坯,一梯两户,无,天元区
99.8,5室2厅1厨3卫,中楼层 (共31层),193.0,平层,,板塔结合,东南,钢混结构,毛坯,两梯两户,有,天元区
84.8,4室2厅1厨2卫,中楼层 (共15层),156.66,平层,,塔楼,南,钢混结构,简装,两梯六户,有,芦淞区
58.8,3室2厅1厨1卫,低楼层 (共8层),114.74,平层,,板塔结合,南,砖混结构,精装,两梯两户,有,天元区
54.0,3室2厅1厨2卫,低楼层 (共12层),141.12,平层,,板塔结合,南,钢混结构,毛坯,一梯两户,无,荷塘区
60.0,4室2厅1厨2卫,高楼层 (共17层),136.05,平层,108.13,板塔结合,东南,未知结构,精装,一梯六户,无,荷塘区
68.0,3室2厅1厨2卫,中楼层 (共17层),129.7,平层,,塔楼,南,混合结构,毛坯,一梯三户,无,天元区
75.0,4室2厅1厨2卫,低楼层 (共33层),132.21,平层,104.57,,南,未知结构,毛坯,一梯四户,无,天元区
126.0,4室2厅1厨2卫,中楼层 (共33层),166.0,平层,,塔楼,东南,钢混结构,毛坯,四梯三户,有,天元区
61.0,4室2厅1厨2卫,低楼层 (共33层),128.0,平层,,,东南,钢混结构,毛坯,一梯三户,无,石峰区
83.0,4室2厅1厨2卫,低楼层 (共33层),143.75,平层,114.24,,南,未知结构,毛坯,两梯四户,有,天元区
77.5,3室2厅1厨2卫,低楼层 (共28层),110.0,平层,,板塔结合,南,混合结构,精装,一梯三户,无,荷塘区
56.0,3室2厅1厨1卫,低楼层 (共18层),101.03,平层,,板塔结合,东,钢混结构,精装,两梯三户,有,荷塘区
72.8,3室2厅1厨1卫,中楼层 (共32层),105.09,平层,84.08,板塔结合,南 北,框架结构,精装,两梯四户,有,天元区
79.3,3室2厅1厨2卫,中楼层 (共32层),122.0,平层,,板塔结合,东南,钢混结构,毛坯,两梯三户,有,天元区
88.8,3室2厅1厨2卫,中楼层 (共29层),137.45,平层,,塔楼,南,框架结构,精装,六梯八户,有,芦淞区
59.5,4室2厅1厨2卫,高楼层 (共7层),122.68,复式,108.86,,南,未知结构,精装,一梯两户,无,石峰区
71.6,3室2厅1厨2卫,中楼层 (共18层),133.4,平层,112.32,板楼,南,钢混结构,精装,两梯四户,有,荷塘区
52.8,3室2厅1厨2卫,高楼层 (共22层),135.82,平层,111.43,板塔结合,东南,钢混结构,精装,两梯四户,有,荷塘区
91.0,3室2厅1厨1卫,高楼层 (共32层),105.7,平层,105.7,板塔结合,南 北,钢混结构,精装,两梯三户,有,天元区
67.0,3室2厅1厨2卫,中楼层 (共17层),135.9,平层,,平房,南 北,混合结构,精装,一梯两户,无,荷塘区
90.5,4室2厅1厨2卫,高楼层 (共31层),142.87,平层,,,南,钢混结构,精装,两梯四户,有,荷塘区
55.0,3室2厅1厨1卫,高楼层 (共17层),104.41,平层,,,南 北,未知结构,毛坯,一梯一户,无,天元区
60.0,4室1厅1厨2卫,低楼层 (共33层),123.74,平层,,板塔结合,南 北,钢混结构,毛坯,一梯四户,无,荷塘区
88.0,4室2厅1厨2卫,高楼层 (共32层),135.18,平层,,,南,未知结构,精装,一梯四户,无,荷塘区
58.8,3室1厅1厨2卫,高楼层 (共24层),124.0,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
93.8,4室2厅1厨2卫,中楼层 (共31层),153.0,平层,135.0,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
55.0,4室2厅1厨1卫,中楼层 (共8层),168.42,平层,,,东南,未知结构,毛坯,一梯三户,无,荷塘区
99.8,4室2厅1厨2卫,中楼层 (共33层),138.75,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
54.8,3室2厅1厨2卫,中楼层 (共10层),135.24,平层,124.04,板塔结合,南,框架结构,精装,一梯三户,无,芦淞区
35.5,4室2厅1厨2卫,中楼层 (共7层),108.19,平层,,板塔结合,南 西南 北,钢混结构,毛坯,一梯四户,无,芦淞区
28.0,2室1厅1厨1卫,高楼层 (共7层),69.28,平层,44.38,板塔结合,东南,砖混结构,精装,一梯两户,无,芦淞区
69.8,3室2厅1厨2卫,高楼层 (共20层),128.75,平层,,,南 北,未知结构,精装,一梯四户,无,荷塘区
52.8,3室2厅1厨1卫,高楼层 (共27层),88.8,平层,,板塔结合,南 北,砖混结构,精装,两梯四户,有,荷塘区
99.8,4室2厅1厨2卫,高楼层 (共28层),138.32,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
41.5,3室2厅1厨2卫,中楼层 (共6层),120.0,平层,110.0,,南,未知结构,简装,一梯两户,无,石峰区
49.8,3室2厅1厨2卫,低楼层 (共33层),100.67,平层,80.0,,东南,未知结构,毛坯,一梯四户,无,石峰区
39.0,2室1厅1厨1卫,高楼层 (共25层),91.6,平层,,板塔结合,南,框架结构,精装,两梯三户,有,荷塘区
71.0,3室2厅1厨2卫,高楼层 (共21层),141.63,平层,,板塔结合,东南,钢混结构,毛坯,两梯四户,有,芦淞区
20.8,2室2厅1厨1卫,低楼层 (共6层),63.49,错层,,板塔结合,南,钢混结构,精装,一梯两户,无,荷塘区
73.8,3室2厅1厨2卫,中楼层 (共9层),138.34,平层,,板塔结合,南,框架结构,精装,一梯两户,无,天元区
22.0,2室1厅1厨1卫,中楼层 (共6层),59.86,平层,,板楼,南,砖混结构,简装,一梯两户,无,芦淞区
57.0,3室2厅1厨2卫,高楼层 (共18层),128.01,错层,109.14,板塔结合,南 北,未知结构,精装,两梯四户,有,荷塘区
41.8,3室1厅1厨2卫,高楼层 (共6层),119.8,平层,108.37,,南,未知结构,精装,一梯两户,无,石峰区
63.5,4室2厅1厨2卫,高楼层 (共29层),114.37,平层,,,东南,未知结构,毛坯,一梯四户,无,天元区
49.0,3室1厅1厨2卫,低楼层 (共17层),133.28,平层,117.57,塔楼,南,钢混结构,精装,两梯六户,有,芦淞区
84.2,4室2厅1厨2卫,高楼层 (共18层),174.28,平层,,,南 北,未知结构,毛坯,一梯两户,无,荷塘区
91.8,3室2厅1厨2卫,低楼层 (共33层),114.15,平层,,塔楼,南,钢混结构,精装,两梯四户,有,天元区
96.0,4室2厅1厨2卫,中楼层 (共28层),168.0,平层,,,南,未知结构,毛坯,一梯四户,无,荷塘区
