金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
115.0,2室1厅1厨1卫,低楼层 (共27层),72.0,平层,,板楼,东南,钢混结构,精装,一梯两户,有
80.0,2室2厅1厨1卫,高楼层 (共23层),76.14,平层,,塔楼,南 北,钢混结构,其他,两梯四户,有
95.0,2室1厅1厨1卫,低楼层 (共16层),81.47,平层,,板塔结合,西南,钢混结构,精装,两梯七户,有
76.0,2室2厅1厨1卫,中楼层 (共18层),73.6,平层,,板楼,南,钢混结构,其他,两梯四户,有
83.0,2室2厅1厨1卫,中楼层 (共22层),81.34,平层,,板塔结合,南,钢混结构,简装,一梯六户,无
104.0,2室2厅1厨1卫,高楼层 (共24层),77.12,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
78.0,2室2厅1厨1卫,高楼层 (共18层),83.48,平层,,板塔结合,东,钢混结构,精装,两梯四户,有
90.0,2室2厅1厨1卫,中楼层 (共18层),88.0,平层,,板塔结合,东南,钢混结构,精装,一梯四户,无
85.0,3室1厅1厨2卫,高楼层 (共25层),92.9,平层,,塔楼,南,钢混结构,精装,四梯二十户,有
60.0,1室2厅1厨1卫,高楼层 (共30层),59.9,平层,,板塔结合,北,钢混结构,精装,一梯八户,无
88.0,2室2厅1厨1卫,高楼层 (共19层),88.0,平层,,板塔结合,北,框架结构,精装,两梯七户,有
116.0,3室2厅1厨1卫,中楼层 (共30层),117.0,平层,,板塔结合,北,未知结构,精装,两梯六户,有
83.0,2室2厅1厨1卫,中楼层 (共18层),67.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
70.0,2室2厅1厨1卫,高楼层 (共24层),75.91,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
76.0,2室2厅1厨1卫,中楼层 (共18层),73.6,平层,,板楼,南,钢混结构,其他,两梯四户,有
115.0,2室1厅1厨1卫,低楼层 (共27层),72.0,平层,,板楼,东南,钢混结构,精装,一梯两户,有
75.0,2室2厅1厨1卫,高楼层 (共11层),70.0,平层,,,南,未知结构,简装,一梯四户,无
98.0,2室2厅1厨1卫,低楼层 (共18层),75.93,平层,,板塔结合,南 北,钢混结构,其他,一梯四户,无
80.0,2室2厅1厨1卫,高楼层 (共23层),76.14,平层,,塔楼,南 北,钢混结构,其他,两梯四户,有
65.0,2室2厅1厨1卫,低楼层 (共18层),95.78,平层,72.92,板塔结合,南 北,钢混结构,简装,一梯八户,无
140.0,3室2厅1厨1卫,中楼层 (共24层),92.54,平层,,板塔结合,南 北,钢混结构,简装,一梯四户,无
150.0,2室2厅1厨1卫,中楼层 (共24层),84.0,平层,,板塔结合,南,未知结构,其他,两梯四户,有
83.0,2室2厅1厨1卫,中楼层 (共16层),63.6,平层,,,南,未知结构,其他,一梯六户,无
89.0,2室2厅1厨1卫,低楼层 (共18层),76.48,平层,,板塔结合,北,钢混结构,其他,两梯八户,有
88.0,2室1厅1厨1卫,低楼层 (共31层),70.0,平层,,板楼,南,钢混结构,简装,两梯七户,有
92.0,2室2厅1厨1卫,高楼层 (共18层),90.27,平层,,板楼,东南,钢混结构,其他,两梯四户,有
98.0,2室2厅1厨1卫,高楼层 (共18层),80.89,平层,,板塔结合,南,钢混结构,精装,一梯四户,无
80.0,2室2厅1厨1卫,低楼层 (共18层),78.0,平层,,板塔结合,东北,框架结构,其他,两梯五户,有
82.0,2室2厅1厨1卫,中楼层 (共18层),83.5,平层,,板楼,西北,钢混结构,其他,一梯五户,无
118.0,2室1厅1厨1卫,高楼层 (共27层),73.0,平层,,板楼,北,钢混结构,精装,一梯两户,有
96.0,3室1厅1厨1卫,高楼层 (共17层),72.0,跃层,,板塔结合,南,框架结构,精装,两梯八户,有
95.0,2室2厅1厨1卫,中楼层 (共26层),90.17,平层,,板楼,南 北,钢混结构,简装,一梯九户,无
70.0,2室2厅1厨1卫,高楼层 (共24层),75.22,平层,57.37,板塔结合,西南 东北,钢混结构,精装,一梯六户,无
60.0,1室1厅1厨1卫,低楼层 (共18层),58.8,平层,,板塔结合,北,钢混结构,其他,一梯四户,无
41.0,1室1厅1厨1卫,低楼层 (共23层),57.32,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
122.0,3室2厅1厨1卫,高楼层 (共18层),110.0,平层,,板塔结合,南,钢混结构,精装,一梯四户,无
104.0,3室2厅1厨2卫,中楼层 (共17层),102.8,平层,,板塔结合,东南,钢混结构,精装,一梯五户,无
96.8,4室2厅1厨2卫,高楼层 (共25层),86.74,平层,,板楼,南 北,钢混结构,毛坯,一梯六户,无
75.0,2室2厅1厨1卫,中楼层 (共17层),88.0,平层,,板塔结合,南,钢混结构,毛坯,一梯五户,无
70.0,2室1厅1厨1卫,高楼层 (共18层),61.39,平层,,板楼,南,钢混结构,其他,两梯八户,有
77.0,2室2厅1厨1卫,高楼层 (共18层),64.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
27.0,1室1厅1厨1卫,低楼层 (共17层),35.0,跃层,,塔楼,北,框架结构,精装,一梯六户,无
74.0,2室2厅1厨1卫,低楼层 (共18层),86.0,平层,,板塔结合,西,未知结构,其他,一梯五户,无
90.0,2室2厅1厨1卫,高楼层 (共26层),75.0,平层,,板塔结合,南,钢混结构,简装,两梯八户,有
150.0,2室2厅1厨1卫,中楼层 (共24层),84.0,平层,,板塔结合,南,未知结构,其他,两梯四户,有
60.0,2室2厅1厨1卫,低楼层 (共17层),76.0,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
55.0,1室1厅1厨1卫,中楼层 (共26层),58.69,平层,,板楼,南,钢混结构,其他,一梯六户,无
86.0,2室2厅1厨1卫,高楼层 (共18层),68.0,平层,,板塔结合,北,钢混结构,其他,两梯六户,有
108.0,2室2厅1厨2卫,中楼层 (共11层),155.78,平层,,板塔结合,南 北,钢混结构,其他,一梯九户,无
93.0,2室2厅1厨1卫,中楼层 (共15层),86.21,平层,,板塔结合,东,钢混结构,其他,一梯六户,无
80.0,2室2厅1厨1卫,高楼层 (共14层),79.72,平层,,板楼,南,钢混结构,简装,一梯六户,无
130.0,3室2厅1厨1卫,高楼层 (共24层),138.0,平层,,板塔结合,东 西南,框架结构,毛坯,两梯四户,有
95.0,2室2厅1厨1卫,高楼层 (共17层),86.33,平层,,板塔结合,南,未知结构,精装,两梯五户,有
60.0,2室2厅1厨1卫,低楼层 (共16层),71.0,平层,,板塔结合,北,钢混结构,其他,两梯六户,有
88.0,3室2厅1厨1卫,高楼层 (共18层),80.0,平层,,,南,钢混结构,精装,两梯四户,有
68.0,2室1厅1厨1卫,中楼层 (共23层),65.7,平层,,板塔结合,北,钢混结构,其他,两梯六户,有
60.0,1室1厅1厨1卫,低楼层 (共15层),60.7,平层,,板塔结合,东南,框架结构,简装,两梯四户,有
63.0,1室1厅1厨1卫,高楼层 (共16层),63.0,平层,,板塔结合,北,钢混结构,精装,两梯八户,有
52.0,1室1厅1厨1卫,低楼层 (共18层),48.56,平层,,板塔结合,西南,钢混结构,精装,两梯八户,有
82.0,3室2厅1厨1卫,中楼层 (共18层),89.0,平层,,板塔结合,北,框架结构,毛坯,两梯三户,有
79.5,2室2厅1厨1卫,中楼层 (共18层),67.96,平层,,板塔结合,北,未知结构,简装,一梯六户,无
130.0,2室2厅1厨1卫,高楼层 (共30层),86.0,平层,,板塔结合,东 西,未知结构,其他,两梯六户,有
42.0,1室2厅1厨1卫,高楼层 (共18层),55.0,平层,,,南,未知结构,简装,一梯六户,无
99.0,2室2厅1厨1卫,中楼层 (共17层),70.0,平层,,板塔结合,南 北,钢混结构,简装,一梯六户,无
107.0,2室2厅1厨1卫,低楼层 (共18层),89.06,平层,,板塔结合,南 北,钢混结构,简装,一梯六户,无
75.0,2室2厅1厨1卫,高楼层 (共24层),72.0,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
80.0,2室2厅1厨1卫,中楼层 (共18层),77.67,平层,,板楼,南,钢混结构,其他,两梯六户,有
116.0,3室2厅1厨1卫,高楼层 (共30层),117.0,平层,,板塔结合,北,钢混结构,其他,一梯六户,无
130.0,3室2厅1厨2卫,中楼层 (共24层),108.0,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
85.0,2室2厅1厨1卫,高楼层 (共18层),82.0,平层,,板塔结合,南,未知结构,简装,一梯六户,无
90.0,2室2厅1厨1卫,高楼层 (共15层),81.0,平层,,,南,未知结构,其他,一梯一户,无
102.0,2室2厅1厨1卫,低楼层 (共12层),80.0,平层,,板塔结合,南 北,钢混结构,精装,一梯六户,无
76.5,2室2厅1厨1卫,低楼层 (共14层),85.0,平层,,板塔结合,南 北,钢混结构,简装,一梯四户,无
110.0,3室2厅1厨1卫,低楼层 (共17层),105.0,平层,,板楼,南,钢混结构,精装,两梯七户,有
75.0,2室2厅1厨1卫,高楼层 (共24层),72.0,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
80.0,2室2厅1厨1卫,中楼层 (共18层),77.67,平层,,板楼,南,钢混结构,其他,两梯六户,有
116.0,3室2厅1厨1卫,高楼层 (共30层),117.0,平层,,板塔结合,北,钢混结构,其他,一梯六户,无
130.0,3室2厅1厨2卫,中楼层 (共24层),108.0,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
85.0,2室2厅1厨1卫,高楼层 (共18层),82.0,平层,,板塔结合,南,未知结构,简装,一梯六户,无
88.7,2室2厅1厨1卫,高楼层 (共18层),80.69,平层,,板楼,南 北,钢混结构,精装,两梯四户,有
102.0,2室2厅1厨1卫,低楼层 (共12层),80.0,平层,,板塔结合,南 北,钢混结构,精装,一梯六户,无
76.5,2室2厅1厨1卫,低楼层 (共14层),85.0,平层,,板塔结合,南 北,钢混结构,简装,一梯四户,无
90.0,2室2厅1厨1卫,高楼层 (共15层),81.0,平层,,,南,未知结构,其他,一梯一户,无
82.0,3室2厅1厨1卫,中楼层 (共18层),89.0,平层,,板塔结合,北,框架结构,毛坯,两梯三户,有
52.0,1室1厅1厨1卫,低楼层 (共18层),48.56,平层,,板塔结合,西南,钢混结构,精装,两梯八户,有
64.0,2室2厅1厨1卫,高楼层 (共17层),86.0,平层,,板楼,南,钢混结构,精装,两梯七户,有
110.0,2室2厅1厨1卫,高楼层 (共16层),111.0,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,无
85.0,1室1厅1厨1卫,低楼层 (共18层),63.28,平层,,板塔结合,南 北,钢混结构,其他,一梯四户,无
133.0,3室2厅1厨2卫,中楼层 (共26层),104.39,平层,,板塔结合,南,钢混结构,精装,两梯八户,有
90.0,2室2厅1厨1卫,中楼层 (共18层),77.67,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
50.0,2室1厅1厨1卫,中楼层 (共11层),69.83,平层,,板塔结合,南,框架结构,其他,一梯四户,无
130.0,3室1厅1厨1卫,中楼层 (共30层),117.0,平层,,板塔结合,东北,未知结构,精装,两梯六户,有
123.0,3室2厅1厨1卫,中楼层 (共30层),116.69,平层,,板塔结合,北,钢混结构,其他,两梯六户,有
88.0,2室1厅1厨1卫,高楼层 (共18层),78.0,平层,,,南,未知结构,其他,一梯六户,无
91.0,2室2厅1厨1卫,中楼层 (共26层),72.5,平层,,板楼,东 西,钢混结构,精装,两梯八户,有
92.0,2室2厅1厨1卫,低楼层 (共18层),86.0,平层,,板塔结合,西北,钢混结构,其他,两梯六户,有
80.0,2室2厅1厨1卫,中楼层 (共25层),77.21,平层,,板塔结合,北,框架结构,毛坯,两梯六户,有
85.0,2室2厅1厨1卫,低楼层 (共33层),90.21,平层,68.36,塔楼,东,钢混结构,简装,两梯五户,有
145.0,3室2厅1厨2卫,低楼层 (共13层),92.71,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
85.0,2室1厅1厨1卫,低楼层 (共30层),85.0,平层,,板塔结合,南,钢混结构,其他,一梯八户,无
78.8,2室2厅1厨1卫,高楼层 (共18层),79.0,平层,,板塔结合,北,框架结构,其他,两梯六户,有
80.0,1室1厅1厨1卫,高楼层 (共15层),61.0,平层,,板楼,南,钢混结构,简装,一梯六户,无
120.0,3室2厅1厨1卫,中楼层 (共24层),87.0,平层,,板塔结合,南,钢混结构,简装,两梯四户,有
96.0,3室2厅1厨1卫,高楼层 (共33层),89.0,平层,,塔楼,南,钢混结构,其他,一梯四户,无
69.0,2室2厅1厨1卫,高楼层 (共11层),76.63,平层,,板塔结合,北,未知结构,其他,一梯四户,有
98.0,3室2厅1厨2卫,低楼层 (共15层),91.85,平层,,,南 北,未知结构,其他,一梯六户,无
46.0,2室1厅1厨1卫,高楼层 (共16层),61.72,复式,,板塔结合,南,钢混结构,精装,一梯六户,无
74.0,2室1厅1厨1卫,高楼层 (共12层),70.96,平层,,板塔结合,西北,钢混结构,精装,一梯二十八户,无
83.0,1室2厅1厨1卫,低楼层 (共22层),68.0,平层,,板塔结合,南,钢混结构,精装,两梯八户,有
78.0,2室1厅1厨1卫,高楼层 (共18层),61.98,平层,,板塔结合,东 北,钢混结构,精装,一梯六户,无
90.0,3室2厅1厨2卫,高楼层 (共11层),93.0,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,无
82.8,2室2厅1厨1卫,中楼层 (共18层),83.0,平层,,,东南,未知结构,其他,一梯五户,无
75.0,2室2厅1厨1卫,中楼层 (共6层),86.0,平层,,板塔结合,南,钢混结构,精装,一梯两户,无
65.0,1室1厅1厨1卫,中楼层 (共18层),56.57,平层,,板塔结合,西北,钢混结构,精装,两梯六户,有
65.0,2室2厅1厨1卫,高楼层 (共18层),82.0,平层,,板塔结合,南 北,钢混结构,毛坯,一梯两户,无
75.0,2室2厅1厨1卫,高楼层 (共25层),77.42,平层,,塔楼,北,钢混结构,其他,一梯四户,无
70.0,2室2厅1厨1卫,高楼层 (共18层),73.62,平层,,板楼,南,钢混结构,简装,两梯四户,有
85.0,2室2厅1厨1卫,低楼层 (共25层),85.0,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有
85.0,2室2厅1厨1卫,中楼层 (共23层),78.0,平层,,塔楼,北,框架结构,精装,两梯六户,有
68.0,2室1厅1厨1卫,低楼层 (共11层),76.77,平层,,板塔结合,南,钢混结构,其他,一梯八户,无
89.0,2室2厅1厨1卫,中楼层 (共18层),72.45,平层,,板塔结合,南,钢混结构,简装,两梯六户,有
52.0,2室2厅1厨1卫,低楼层 (共18层),74.46,平层,56.69,板楼,南 北,钢混结构,简装,两梯四户,有
90.0,2室2厅1厨1卫,低楼层 (共16层),81.0,平层,,板塔结合,南,钢混结构,简装,两梯八户,有
72.0,2室2厅1厨1卫,高楼层 (共18层),82.13,平层,67.29,塔楼,西北,钢混结构,毛坯,两梯六户,有
86.0,2室2厅1厨1卫,低楼层 (共18层),67.0,平层,,板塔结合,东南,钢混结构,其他,一梯六户,无
62.0,2室2厅1厨1卫,低楼层 (共12层),75.0,平层,,板塔结合,东南,钢混结构,其他,一梯二十八户,无
110.0,2室1厅1厨1卫,中楼层 (共24层),77.15,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
93.0,2室2厅1厨1卫,中楼层 (共26层),81.13,平层,,板楼,南,钢混结构,其他,两梯八户,有
89.0,3室1厅1厨1卫,低楼层 (共18层),84.0,平层,,板塔结合,南,未知结构,精装,两梯六户,有
80.9,2室2厅1厨1卫,中楼层 (共31层),85.8,平层,,板塔结合,西北,钢混结构,精装,三梯八户,有
70.0,2室2厅1厨1卫,中楼层 (共15层),68.58,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有
95.0,2室2厅1厨1卫,中楼层 (共18层),85.62,平层,,塔楼,北,钢混结构,精装,一梯六户,无
88.0,3室2厅1厨1卫,低楼层 (共25层),73.0,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
98.0,2室2厅1厨1卫,低楼层 (共30层),92.0,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
110.0,2室1厅1厨1卫,中楼层 (共24层),77.15,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
95.0,2室2厅1厨1卫,低楼层 (共18层),88.0,平层,,板塔结合,南 北,钢混结构,简装,两梯四户,有
71.0,2室2厅1厨1卫,中楼层 (共18层),67.96,平层,,板塔结合,北,钢混结构,精装,一梯六户,无
447.0,6室3厅1厨6卫,低楼层 (共3层),256.63,,,,南 北,未知结构,精装,其他,无
79.0,1室1厅1厨1卫,低楼层 (共22层),67.37,平层,,板塔结合,西北,钢混结构,精装,一梯八户,无
105.0,2室2厅1厨1卫,中楼层 (共18层),79.9,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
84.0,2室2厅1厨1卫,高楼层 (共18层),67.98,平层,,板塔结合,北,钢混结构,精装,一梯六户,无
96.0,2室2厅1厨1卫,中楼层 (共11层),76.6,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,无
84.0,2室2厅1厨1卫,低楼层 (共18层),61.44,平层,,板楼,南,钢混结构,其他,两梯八户,有
73.8,1室1厅1厨1卫,低楼层 (共11层),99.58,平层,,板塔结合,南 北,钢混结构,精装,一梯十一户,有
76.0,2室2厅1厨1卫,高楼层 (共18层),67.96,平层,,板塔结合,北,框架结构,精装,两梯六户,有
72.0,2室2厅1厨1卫,高楼层 (共24层),78.97,平层,,塔楼,东南 南,钢混结构,精装,一梯六户,无
75.0,2室2厅1厨1卫,中楼层 (共18层),82.0,平层,,板塔结合,北,钢混结构,毛坯,两梯八户,有
100.0,2室2厅1厨1卫,高楼层 (共18层),83.86,平层,,板塔结合,南 北,混合结构,其他,两梯六户,有
118.0,3室2厅1厨2卫,低楼层 (共30层),116.71,平层,,板塔结合,南 北,钢混结构,其他,两梯六户,有
98.0,3室2厅1厨2卫,中楼层 (共11层),93.27,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,无
82.0,2室1厅1厨1卫,高楼层 (共33层),72.0,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
143.0,3室2厅1厨2卫,中楼层 (共28层),130.0,平层,,板楼,南 北,钢混结构,简装,两梯三户,有
80.0,2室2厅1厨2卫,高楼层 (共25层),97.51,平层,,塔楼,南 北,钢混结构,其他,一梯四户,无
100.0,3室2厅1厨1卫,高楼层 (共15层),62.0,跃层,,,东南,未知结构,其他,一梯六户,无
63.0,1室2厅1厨1卫,高楼层 (共17层),56.12,平层,,板塔结合,西南,钢混结构,简装,两梯六户,有
82.0,2室2厅1厨1卫,高楼层 (共18层),81.07,平层,,板楼,西南,钢混结构,精装,两梯四户,有
115.0,3室2厅1厨1卫,低楼层 (共33层),108.0,平层,,板塔结合,东北,钢混结构,精装,两梯五户,有
84.5,2室2厅1厨1卫,低楼层 (共25层),75.91,平层,,板塔结合,东北,钢混结构,其他,三梯十户,有
99.0,2室1厅1厨1卫,低楼层 (共22层),86.0,平层,,板塔结合,南,钢混结构,精装,两梯八户,有
60.0,1室2厅1厨1卫,低楼层 (共18层),40.0,复式,,板楼,南,钢混结构,精装,两梯四户,有
110.0,3室2厅1厨2卫,低楼层 (共18层),108.0,平层,,板塔结合,西南 东北,未知结构,其他,两梯六户,有
130.0,3室1厅1厨2卫,中楼层 (共31层),110.0,平层,,板楼,南 北,钢混结构,精装,一梯六户,无
90.0,3室2厅1厨2卫,高楼层 (共11层),93.0,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,无
46.0,2室1厅1厨1卫,高楼层 (共16层),61.72,复式,,板塔结合,南,钢混结构,精装,一梯六户,无
80.0,3室1厅1厨1卫,中楼层 (共11层),79.66,平层,,板塔结合,东北,钢混结构,简装,一梯八户,无
62.0,2室2厅1厨1卫,低楼层 (共12层),75.0,平层,,板塔结合,东南,钢混结构,其他,一梯二十八户,无
89.0,2室2厅1厨1卫,中楼层 (共18层),72.45,平层,,板塔结合,南,钢混结构,简装,两梯六户,有
52.0,2室2厅1厨1卫,低楼层 (共18层),74.46,平层,56.69,板楼,南 北,钢混结构,简装,两梯四户,有
90.0,2室2厅1厨1卫,低楼层 (共16层),81.0,平层,,板塔结合,南,钢混结构,简装,两梯八户,有
72.0,2室2厅1厨1卫,高楼层 (共18层),82.13,平层,67.29,塔楼,西北,钢混结构,毛坯,两梯六户,有
86.0,2室2厅1厨1卫,低楼层 (共18层),67.0,平层,,板塔结合,东南,钢混结构,其他,一梯六户,无
72.0,2室1厅1厨1卫,中楼层 (共24层),72.0,平层,,板塔结合,东南,钢混结构,精装,一梯六户,无
80.0,2室2厅1厨1卫,低楼层 (共22层),82.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
65.0,2室2厅1厨1卫,高楼层 (共18层),82.0,平层,,板塔结合,南 北,钢混结构,毛坯,一梯两户,无
