,金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
1148,29,1室1厅1厨1卫,高楼层 (共18层),40.19㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯九户,暂无数据
1149,55,1室1厅1厨1卫,低楼层 (共17层),57㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯六户,暂无数据
1150,50,1室2厅1厨1卫,高楼层 (共18层),56.89㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯八户,有
1151,98,3室1厅1厨2卫,中楼层 (共11层),137.38㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有
1152,115,4室2厅1厨2卫,高楼层 (共7层),183㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯十户,暂无数据
1153,29.8,1室1厅1厨1卫,高楼层 (共18层),37㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,一梯十一户,暂无数据
1154,96,2室2厅1厨1卫,低楼层 (共11层),86㎡,平层,暂无数据,暂无数据,南 北,未知结构,其他,一梯一户,暂无数据
1155,110,2室2厅1厨1卫,高楼层 (共24层),78.87㎡,平层,暂无数据,板塔结合,南 北,未知结构,精装,两梯四户,有
1156,56,2室2厅1厨1卫,高楼层 (共25层),71㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十八户,有
1157,51,1室1厅1厨1卫,低楼层 (共18层),48.56㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯八户,有
1158,110,3室2厅1厨1卫,中楼层 (共33层),108.61㎡,平层,82.31㎡,板塔结合,北,钢混结构,其他,两梯五户,有
1159,160,3室2厅1厨1卫,低楼层 (共33层),112㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯四户,暂无数据
1160,100,2室2厅1厨1卫,中楼层 (共18层),80.26㎡,平层,暂无数据,塔楼,北,未知结构,其他,两梯六户,有
1161,98,2室2厅1厨1卫,低楼层 (共25层),74.3㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯六户,暂无数据
1162,88,2室1厅1厨1卫,低楼层 (共18层),79㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯六户,暂无数据
1163,160,2室2厅1厨1卫,低楼层 (共17层),80.22㎡,平层,暂无数据,板塔结合,北,钢混结构,毛坯,两梯十五户,有
1164,55,1室1厅1厨1卫,高楼层 (共19层),62㎡,平层,暂无数据,板楼,西北,钢混结构,其他,两梯六户,有
1165,70,2室2厅1厨1卫,低楼层 (共15层),62㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯七户,有
1166,59,2室1厅1厨1卫,低楼层 (共24层),64.18㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯六户,暂无数据
1167,98,2室1厅1厨1卫,高楼层 (共15层),90.64㎡,平层,暂无数据,塔楼,北,钢混结构,其他,一梯六户,暂无数据
1168,102,2室2厅1厨1卫,中楼层 (共26层),80.05㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯八户,有
1169,135,3室1厅1厨2卫,低楼层 (共18层),96.86㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,两梯六户,有
1170,88,2室1厅1厨1卫,低楼层 (共18层),79㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯六户,暂无数据
1171,70,2室1厅1厨1卫,高楼层 (共18层),74㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,一梯四户,暂无数据
1172,92,2室2厅1厨1卫,高楼层 (共18层),88㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯四户,有
1173,90,2室2厅1厨1卫,低楼层 (共15层),90.28㎡,平层,暂无数据,塔楼,东北,钢混结构,精装,一梯六户,暂无数据
1174,150,2室1厅1厨1卫,中楼层 (共16层),91㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯六户,有
1175,65,2室2厅1厨1卫,高楼层 (共17层),73㎡,平层,暂无数据,塔楼,南 北,框架结构,简装,两梯六户,有
1176,72,2室1厅1厨1卫,高楼层 (共18层),73.62㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,暂无数据
1177,90,3室1厅1厨1卫,中楼层 (共18层),59㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯八户,有
1178,73,3室2厅1厨1卫,高楼层 (共26层),79㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯七户,暂无数据
1179,52,1室1厅1厨1卫,低楼层 (共11层),58.2㎡,平层,暂无数据,板塔结合,东北,钢混结构,其他,一梯四户,暂无数据
1180,95,2室2厅1厨1卫,中楼层 (共18层),88㎡,平层,暂无数据,暂无数据,西南,钢混结构,精装,一梯四户,暂无数据
1181,98,2室2厅1厨1卫,中楼层 (共17层),80.04㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯八户,有
1182,83,2室1厅1厨1卫,中楼层 (共19层),79.59㎡,平层,暂无数据,板楼,北,钢混结构,其他,两梯四户,有
1183,80,2室2厅1厨1卫,中楼层 (共18层),86㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯五户,有
1184,93,2室1厅1厨1卫,低楼层 (共18层),86㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,两梯六户,有
1185,80,2室2厅1厨1卫,低楼层 (共18层),76.74㎡,平层,暂无数据,板楼,南,未知结构,其他,一梯四户,暂无数据
1186,128,2室2厅1厨1卫,中楼层 (共23层),64.14㎡,平层,暂无数据,板楼,西北,钢混结构,精装,一梯两户,有
1187,102,2室2厅1厨1卫,低楼层 (共15层),85㎡,平层,暂无数据,塔楼,西 东 南,钢混结构,精装,一梯六户,暂无数据
1188,126,3室2厅1厨1卫,中楼层 (共23层),115.29㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有
1189,70,1室2厅1厨1卫,低楼层 (共16层),64㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯八户,有
1190,90,2室2厅1厨1卫,低楼层 (共18层),85㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有
1191,95,2室1厅1厨1卫,中楼层 (共18层),83.26㎡,平层,暂无数据,板塔结合,东南 西北,框架结构,其他,一梯六户,暂无数据
1192,113,2室2厅1厨1卫,低楼层 (共18层),95㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,一梯六户,暂无数据
1193,75,2室1厅1厨1卫,中楼层 (共20层),80㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,暂无数据
1194,95,2室2厅1厨1卫,中楼层 (共11层),76.3㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据
1195,85,2室2厅1厨1卫,高楼层 (共18层),87㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯五户,暂无数据
1196,150,2室1厅1厨1卫,中楼层 (共16层),91㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯六户,有
1197,72,2室1厅1厨1卫,高楼层 (共18层),73.62㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,暂无数据
1198,65,2室2厅1厨1卫,高楼层 (共17层),73㎡,平层,暂无数据,塔楼,南 北,框架结构,简装,两梯六户,有
1199,102,2室2厅1厨1卫,低楼层 (共15层),85㎡,平层,暂无数据,塔楼,西 东 南,钢混结构,精装,一梯六户,暂无数据
1200,126,3室2厅1厨1卫,中楼层 (共23层),115.29㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有
1201,70,1室2厅1厨1卫,低楼层 (共16层),64㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯八户,有
1202,90,2室2厅1厨1卫,低楼层 (共18层),85㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有
1203,95,2室1厅1厨1卫,中楼层 (共18层),83.26㎡,平层,暂无数据,板塔结合,东南 西北,框架结构,其他,一梯六户,暂无数据
1204,95,2室1厅1厨1卫,中楼层 (共17层),78.7㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
1205,75,2室1厅1厨1卫,低楼层 (共17层),83.81㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
1206,98,2室2厅1厨1卫,低楼层 (共18层),86㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯七户,有
1207,70,2室2厅1厨1卫,中楼层 (共24层),76.48㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯六户,暂无数据
1208,135,3室2厅1厨1卫,低楼层 (共33层),112㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,暂无数据
1209,113,2室2厅1厨1卫,低楼层 (共18层),95㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,一梯六户,暂无数据
1210,75,2室1厅1厨1卫,中楼层 (共20层),80㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,暂无数据
1211,95,2室2厅1厨1卫,中楼层 (共11层),76.3㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据
1212,85,2室2厅1厨1卫,高楼层 (共18层),87㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯五户,暂无数据
1213,80,2室1厅1厨1卫,低楼层 (共18层),76.48㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯八户,有
1214,114.5,2室2厅1厨2卫,高楼层 (共15层),95㎡,平层,暂无数据,塔楼,北,钢混结构,精装,一梯六户,暂无数据
1215,85,2室2厅1厨1卫,低楼层 (共17层),84㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯八户,暂无数据
1216,65,2室1厅1厨1卫,中楼层 (共11层),71㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯六户,有
1217,75,1室1厅1厨1卫,高楼层 (共18层),35.03㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯十二户,有
1218,108,2室2厅1厨1卫,中楼层 (共23层),90.69㎡,平层,暂无数据,塔楼,北,钢混结构,其他,两梯九户,有
1219,91,2室1厅1厨1卫,中楼层 (共17层),83㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯九户,暂无数据
1220,108,2室2厅1厨1卫,低楼层 (共16层),58.04㎡,平层,42.03㎡,板塔结合,南,钢混结构,精装,两梯五户,有
1221,97.5,2室1厅0厨0卫,高楼层 (共17层),81.17㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯八户,有
1222,100,3室1厅1厨1卫,高楼层 (共22层),94.6㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯七户,有
1223,95,2室2厅1厨1卫,中楼层 (共26层),86㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯七户,有
1224,57,2室2厅1厨1卫,高楼层 (共6层),95㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯两户,暂无数据
1225,120,2室2厅1厨1卫,中楼层 (共23层),86㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有
1226,112,2室2厅1厨1卫,中楼层 (共15层),90㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,两梯六户,有
1227,90,2室2厅1厨1卫,中楼层 (共18层),87.04㎡,平层,暂无数据,塔楼,东,钢混结构,毛坯,一梯六户,暂无数据
1228,82,2室2厅1厨1卫,高楼层 (共18层),73㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯四户,暂无数据
1229,100,3室1厅1厨1卫,高楼层 (共22层),94.6㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯七户,有
1230,110,2室2厅1厨1卫,中楼层 (共15层),87.6㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯六户,有
1231,118,2室2厅1厨1卫,低楼层 (共11层),88㎡,平层,暂无数据,塔楼,北,钢混结构,精装,一梯六户,暂无数据
1232,68,1室1厅1厨1卫,低楼层 (共17层),63㎡,平层,45㎡,板塔结合,南,钢混结构,简装,一梯八户,暂无数据
1233,80,1室0厅1厨1卫,低楼层 (共7层),58㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,一梯十一户,暂无数据
1234,58,2室2厅1厨1卫,高楼层 (共18层),73㎡,平层,暂无数据,板楼,西,钢混结构,毛坯,两梯四户,有
1235,110,3室1厅1厨1卫,高楼层 (共25层),73.79㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯七户,有
1236,80,2室2厅1厨1卫,低楼层 (共25层),104.26㎡,平层,暂无数据,塔楼,北,钢混结构,毛坯,两梯十八户,有
1237,580,4室2厅1厨3卫,低楼层 (共2层),177.35㎡,复式,暂无数据,板塔结合,南 北,钢混结构,其他,一梯一户,暂无数据
1238,70,1室2厅1厨1卫,中楼层 (共19层),63.65㎡,平层,暂无数据,暂无数据,东南,未知结构,精装,一梯六户,暂无数据
1239,60,2室2厅1厨1卫,中楼层 (共25层),71㎡,平层,暂无数据,塔楼,东南,钢混结构,毛坯,两梯十八户,有
1240,90,2室2厅1厨1卫,中楼层 (共18层),78.32㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,有
1241,85,2室2厅1厨1卫,中楼层 (共9层),100.29㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯十户,有
1242,95,2室2厅1厨1卫,高楼层 (共18层),82㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,两梯六户,有
1243,95,2室1厅1厨1卫,低楼层 (共18层),87.08㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,一梯六户,暂无数据
1244,103,3室2厅1厨1卫,中楼层 (共33层),108㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,两梯五户,有
1245,98,3室2厅1厨1卫,中楼层 (共24层),88.7㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,一梯六户,暂无数据
1246,88,2室2厅1厨1卫,中楼层 (共23层),68㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯六户,有
1247,54,1室1厅1厨1卫,中楼层 (共12层),68.4㎡,平层,暂无数据,板塔结合,西南,钢混结构,其他,一梯二十八户,暂无数据
1248,80,2室2厅1厨1卫,高楼层 (共18层),78.32㎡,平层,暂无数据,板塔结合,东,钢混结构,简装,一梯六户,暂无数据
1249,76,2室1厅1厨1卫,中楼层 (共14层),80.33㎡,平层,暂无数据,板塔结合,北,框架结构,毛坯,两梯六户,有
1250,82.8,2室2厅1厨1卫,中楼层 (共19层),92.09㎡,平层,暂无数据,板塔结合,南,框架结构,其他,两梯八户,有
1251,112,2室1厅1厨2卫,中楼层 (共5层),102㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,暂无数据
1252,70,1室1厅1厨1卫,中楼层 (共11层),70㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,一梯一户,暂无数据
1253,90,2室2厅1厨2卫,中楼层 (共13层),93㎡,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,一梯六户,暂无数据
1254,65,1室2厅1厨1卫,中楼层 (共18层),57㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯六户,暂无数据
1255,94,2室2厅1厨1卫,低楼层 (共18层),82㎡,平层,暂无数据,塔楼,南 北,未知结构,其他,两梯六户,有
1256,70,1室1厅1厨1卫,中楼层 (共11层),70㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,一梯一户,暂无数据
1257,54,1室1厅1厨1卫,中楼层 (共12层),68.4㎡,平层,暂无数据,板塔结合,西南,钢混结构,其他,一梯二十八户,暂无数据
1258,47,2室1厅1厨1卫,低楼层 (共17层),75.62㎡,平层,暂无数据,暂无数据,南,未知结构,精装,一梯六户,暂无数据
1259,104,2室1厅1厨1卫,中楼层 (共26层),80.05㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯八户,有
1260,84,2室2厅1厨1卫,中楼层 (共23层),78㎡,平层,暂无数据,塔楼,南,框架结构,毛坯,两梯六户,有
1261,90,2室2厅1厨1卫,中楼层 (共18层),77㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有
1262,79,2室2厅1厨1卫,中楼层 (共18层),83.87㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯六户,有
1263,73,2室1厅1厨1卫,低楼层 (共18层),65㎡,平层,暂无数据,暂无数据,北,钢混结构,其他,一梯两户,暂无数据
1264,64,2室2厅1厨1卫,低楼层 (共18层),77㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯六户,有
1265,78,2室2厅1厨1卫,中楼层 (共18层),79.22㎡,平层,65.93㎡,板楼,北,钢混结构,精装,一梯六户,暂无数据
1266,67,1室1厅1厨1卫,中楼层 (共7层),68㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,一梯十一户,暂无数据
1267,70,1室0厅1厨1卫,中楼层 (共18层),46.06㎡,平层,暂无数据,板楼,北,钢混结构,简装,三梯十二户,有
1268,85,2室2厅1厨1卫,中楼层 (共18层),79.9㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯六户,有
1269,58,1室1厅1厨1卫,中楼层 (共23层),57.69㎡,平层,暂无数据,板塔结合,东南 南,钢混结构,精装,一梯七户,暂无数据
1270,88,2室2厅1厨1卫,低楼层 (共18层),82㎡,平层,暂无数据,板塔结合,东北,钢混结构,简装,两梯六户,有
1271,89,2室2厅1厨1卫,中楼层 (共18层),82㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有
1272,95,2室2厅1厨1卫,中楼层 (共18层),77.67㎡,平层,暂无数据,塔楼,西南,未知结构,精装,两梯六户,有
1273,85,2室1厅1厨1卫,高楼层 (共25层),77㎡,平层,暂无数据,板塔结合,北,框架结构,精装,一梯六户,暂无数据
1274,93.8,2室2厅1厨2卫,中楼层 (共11层),155.78㎡,平层,116.14㎡,板塔结合,东南,钢混结构,精装,一梯九户,暂无数据
1275,93,2室2厅1厨1卫,中楼层 (共24层),85㎡,平层,暂无数据,塔楼,北,钢混结构,其他,两梯六户,有
1276,145,3室2厅1厨2卫,高楼层 (共26层),104.39㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯八户,有
1277,90,2室2厅1厨1卫,低楼层 (共16层),86㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯五户,有
1278,96,2室2厅1厨1卫,中楼层 (共18层),84㎡,平层,暂无数据,塔楼,南 北,未知结构,其他,两梯六户,有
1279,53,2室1厅1厨1卫,中楼层 (共25层),69.86㎡,平层,暂无数据,塔楼,北,钢混结构,毛坯,四梯二十户,有
1280,110,2室2厅1厨1卫,高楼层 (共27层),65.44㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,暂无数据
1281,98,2室2厅1厨1卫,低楼层 (共18层),77㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
1282,69,1室2厅1厨1卫,高楼层 (共19层),59.44㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯八户,有
1283,82,2室2厅1厨1卫,中楼层 (共12层),84㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯六户,暂无数据
1284,92,3室2厅1厨1卫,中楼层 (共18层),90㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯三户,暂无数据
1285,60,1室1厅1厨1卫,低楼层 (共15层),60㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有
1286,93.8,2室2厅1厨2卫,中楼层 (共11层),155.78㎡,平层,116.14㎡,板塔结合,东南,钢混结构,精装,一梯九户,暂无数据
1287,145,3室2厅1厨2卫,高楼层 (共26层),104.39㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯八户,有
1288,90,2室2厅1厨1卫,低楼层 (共16层),86㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯五户,有
1289,96,2室2厅1厨1卫,中楼层 (共18层),84㎡,平层,暂无数据,塔楼,南 北,未知结构,其他,两梯六户,有
1290,53,2室1厅1厨1卫,中楼层 (共25层),69.86㎡,平层,暂无数据,塔楼,北,钢混结构,毛坯,四梯二十户,有
